Diện tích sử dụng,Mã BĐS,price,Pháp lý,Ngày đăng,Nhà tắm,Phòng ngủ,address,Diện tích đất
372 m2,21814149,13 tỷ 999 triệu,Sổ đỏ,15/10/2025,5,4,"Tôn Quang Phiệt, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",63 m2(4x15)
60 m2,22703384,4 tỷ 149 triệu,Sổ đỏ,15/10/2025,1,2,"Kim Mã, Phường Kim Mã, Quận Ba Đình, Hà Nội",
300 m2,22514117,22 tỷ 500 triệu,Sổ đỏ,15/10/2025,4,4,"Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội",80 m2(5x14)
60 m2,22703386,4 tỷ 450 triệu,Sổ đỏ,15/10/2025,1,2,"Hàng Than, Phường Nguyễn Trung Trực, Quận Ba Đình, Hà Nội",
294 m2,22514119,15 tỷ 799 triệu,Sổ đỏ,15/10/2025,3,3,"Đông Thắng, Phường Đông Ngạc, Quận Bắc Từ Liêm, Hà Nội",97 m2(4x19)
70 m2,22703387,3 tỷ 450 triệu,Sổ đỏ,15/10/2025,1,2,"Thành Công, Phường Thành Công, Quận Ba Đình, Hà Nội",
72 m2,22515326,15 tỷ 999 triệu,Sổ đỏ,15/10/2025,,,"Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Hà Nội",72 m2(5x14)
75 m2,22703389,6 tỷ 289 triệu,Sổ đỏ,15/10/2025,1,2,"Thành Công, Phường Thành Công, Quận Ba Đình, Hà Nội",
61 m2,22515330,9 tỷ 500 triệu,Sổ đỏ,15/10/2025,,,"Thụy Phương, Phường Thụy Phương, Quận Bắc Từ Liêm, Hà Nội",61 m2(4x15)
50 m2,22703392,3 tỷ 450 triệu,Sổ đỏ,15/10/2025,1,2,"Nguyễn Trường Tộ, Phường Nguyễn Trung Trực, Quận Ba Đình, Hà Nội",
409 m2,21547344,110 tỷ,Sổ đỏ,15/10/2025,,,"Võ Chí Công, Phường Xuân La, Quận Tây Hồ, Hà Nội",409 m2(18x25)
60 m2,22703398,3 tỷ 650 triệu,Sổ đỏ,15/10/2025,1,2,"Yên Ninh, Phường Quán Thánh, Quận Ba Đình, Hà Nội",
420 m2,21511956,18 tỷ,Sổ đỏ,15/10/2025,5,5,"Vạn Phúc, Phường Liễu Giai, Quận Ba Đình, Hà Nội",70 m2(5x16)
60 m2,22703499,4 tỷ 100 triệu,Sổ đỏ,15/10/2025,1,3,"Ngô Thì Nhậm, Phường Phố Huế, Quận Hai Bà Trưng, Hà Nội",
180 m2,21578557,8 tỷ,Sổ đỏ,15/10/2025,4,4,"Linh Lang, Phường Cống Vị, Quận Ba Đình, Hà Nội","45 m2(4,5x10)"
80 m2,22703502,4 tỷ 230 triệu,Sổ đỏ,15/10/2025,1,2,"Nguyễn Phong Sắc, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội",
170 m2,21593806,250 triệu,Sổ đỏ,15/10/2025,1,1,"Vệ Hồ, Phường Xuân La, Quận Tây Hồ, Hà Nội",170 m2(7x25)
60 m2,22703571,4 tỷ 649 triệu,Sổ đỏ,15/10/2025,1,2,"Tống Duy Tân, Phường Hàng Bông, Quận Hoàn Kiếm, Hà Nội",
569 m2,21684005,25 tỷ,Sổ đỏ,15/10/2025,5,5,"Âu Cơ, Phường Quảng An, Quận Tây Hồ, Hà Nội",169 m2(9x16)
100 m2,22703576,4 tỷ 879 triệu,Sổ đỏ,15/10/2025,2,3,"Trần Nhật Duật, Phường Hàng Buồm, Quận Hoàn Kiếm, Hà Nội",
130 m2,21712456,45 tỷ 500 triệu,Sổ đỏ,15/10/2025,1,1,"Lạc Long Quân, Phường Bưởi, Quận Tây Hồ, Hà Nội",130 m2(6x22)
72 m2,22706159,5 tỷ 390 triệu,Sổ đỏ,15/10/2025,2,2,"Nguyễn Trãi, Phường Văn Quán, Quận Hà Đông, Hà Nội",
250 m2,21715028,10 tỷ 500 triệu,Sổ đỏ,15/10/2025,5,6,"Vạn Bảo, Phường Liễu Giai, Quận Ba Đình, Hà Nội",50 m2(4x13)
45 m2,22706162,8 tỷ 900 triệu,Sổ đỏ,15/10/2025,4,3,"Kim Mã, Phường Kim Mã, Quận Ba Đình, Hà Nội","45 m2(7x6,4)"
250 m2,21718345,10 tỷ 800 triệu,Sổ đỏ,15/10/2025,4,4,"Phùng Chí Kiên, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",50 m2(4x12)
100 m2,22706165,4 tỷ 400 triệu,Sổ đỏ,15/10/2025,2,3,"Đại La, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",
420 m2,21719921,24 tỷ,Sổ đỏ,15/10/2025,5,4,"Phố Nghĩa Đô, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",70 m2(5x14)
100 m2,22706170,4 tỷ 450 triệu,Sổ đỏ,15/10/2025,2,4,"Tạ Quang Bửu, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",
225 m2,21786369,13 tỷ,Sổ đỏ,15/10/2025,5,4,"Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội",45 m2(4x11)
100 m2,22706168,5 tỷ 200 triệu,Sổ đỏ,15/10/2025,2,3,"Ngọc Khánh, Phường Ngọc Khánh, Quận Ba Đình, Hà Nội",
250 m2,21786396,9 tỷ,Sổ đỏ,15/10/2025,5,4,"Xuân La-Xuân Đỉnh, Phường Xuân Tảo, Quận Bắc Từ Liêm, Hà Nội",50 m2(4x12)
70 m2,22706172,4 tỷ 490 triệu,Sổ đỏ,15/10/2025,2,4,"Lạc Trung, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",
300 m2,21804950,16 tỷ,Sổ đỏ,15/10/2025,5,5,"Hoàng Sâm, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",60 m2(4x15)
50 m2,22706189,3 tỷ 150 triệu,Sổ đỏ,15/10/2025,1,2,"Nguyễn Xiển, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",
315 m2,21804976,17 tỷ 500 triệu,Sổ đỏ,15/10/2025,5,4,"Trần Tử Bình, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội",63 m2(5x12)
80 m2,22706978,4 tỷ 450 triệu,Sổ đỏ,15/10/2025,1,2,"Nguyên Hồng, Phường Láng Hạ, Quận Đống Đa, Hà Nội",
360 m2,21806950,15 tỷ 300 triệu,Sổ đỏ,15/10/2025,5,4,"Trần Đăng Ninh, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",60 m2(4x15)
80 m2,22706986,4 tỷ 960 triệu,Sổ đỏ,15/10/2025,1,2,"Hoàng Ngọc Phách, Phường Láng Hạ, Quận Đống Đa, Hà Nội",
240 m2,22703241,6 tỷ 500 triệu,Sổ đỏ,15/10/2025,4,4,"Vũ Tông Phan, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",40 m2(4x10)
55 m2,22706989,3 tỷ 880 triệu,Sổ đỏ,15/10/2025,1,2,"Nguyên Hồng, Phường Láng Hạ, Quận Đống Đa, Hà Nội",
350 m2,22703563,16 tỷ 800 triệu,Sổ đỏ,15/10/2025,6,6,"Ngụy Như Kon Tum, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",70 m2(5x14)
,22667704,21 tỷ,Sổ đỏ,15/10/2025,7,6,"Xuân Thủy, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội","60 m2(5,5x10,9)"
70 m2,22703472,3 tỷ 550 triệu,Sổ đỏ,15/10/2025,1,2,"Láng Hạ, Phường Láng Hạ, Quận Đống Đa, Hà Nội",
355 m2,22703566,17 tỷ 200 triệu,Sổ đỏ,15/10/2025,6,6,"Hoàng Minh Giám, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",71 m2(5x14)
,22667698,22 tỷ,Sổ đỏ,15/10/2025,6,6,"Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Hà Nội",50 m2(5x10)
105 m2,22703480,13 tỷ 300 triệu,Sổ đỏ,15/10/2025,2,3,"Cửa Nam, Phường Cửa Nam, Quận Hoàn Kiếm, Hà Nội",
205 m2,22703905,6 tỷ 850 triệu,Sổ đỏ,15/10/2025,4,4,"Nguyễn Viết Xuân, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",41 m2(4x10)
,22658451,8 tỷ,Sổ đỏ,15/10/2025,9,8,"Mễ Trì, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",40 m2(4x10)
90 m2,22703485,4 tỷ 299 triệu,Sổ đỏ,15/10/2025,1,3,"Trần Quốc Hoàn, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",
220 m2,22703909,7 tỷ 200 triệu,Sổ đỏ,15/10/2025,4,4,"Phố Nguyễn Lân, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội",44 m2(4x11)
,22658466,16 tỷ,Sổ đỏ,15/10/2025,7,6,"Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội",52 m2(4x13)
60 m2,22703494,2 tỷ 800 triệu,Sổ đỏ,15/10/2025,1,2,"An Dương, Phường Yên Phụ, Quận Tây Hồ, Hà Nội",
249 m2,22706252,7 tỷ 699 triệu,Sổ đỏ,15/10/2025,4,4,"Lê Quang Đạo, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",50 m2(4x15)
330 m2,22650079,13 tỷ,Sổ đỏ,15/10/2025,9,9,"Yên Hòa, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",55 m2(5x11)
70 m2,22707005,4 tỷ 90 triệu,Sổ đỏ,15/10/2025,1,2,"Nguyễn Chí Thanh, Phường Láng Hạ, Quận Đống Đa, Hà Nội",
105 m2,22516484,25 tỷ 999 triệu,Sổ đỏ,15/10/2025,,,"Nguyễn Thị Định, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",105 m2(10x10)
53 m2,22658330,3 tỷ 850 triệu,Sổ đỏ,15/10/2025,1,2,"Hoàng Đạo Thúy, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",
60 m2,22707014,3 tỷ 190 triệu,Sổ đỏ,15/10/2025,1,2,"Đoàn Thị Điểm, Phường Quốc Tử Giám, Quận Đống Đa, Hà Nội",
180 m2,22516493,9 tỷ 200 triệu,Sổ đỏ,15/10/2025,2,2,"Nhật Tảo, Phường Đông Ngạc, Quận Bắc Từ Liêm, Hà Nội",60 m2(4x15)
225 m2,22650058,8 tỷ,Sổ đỏ,15/10/2025,9,9,"Đình Thôn, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",45 m2(4x11)
70 m2,22707016,3 tỷ 450 triệu,Sổ đỏ,15/10/2025,1,2,"Ngõ Thổ Quan, Phường Hàng Bột, Quận Đống Đa, Hà Nội",
300 m2,22522773,12 tỷ 499 triệu,Sổ đỏ,15/10/2025,5,4,"Đào Tấn, Phường Cống Vị, Quận Ba Đình, Hà Nội",50 m2(5x10)
420 m2,22646411,23 tỷ,Sổ đỏ,15/10/2025,6,6,"Đông Quan, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",60 m2(5x12)
80 m2,22707020,4 tỷ 490 triệu,Sổ đỏ,15/10/2025,2,2,"Phương Mai, Phường Phương Mai, Quận Đống Đa, Hà Nội",
63 m2,22545356,11 tỷ,Sổ đỏ,15/10/2025,,,"Hoàng Công Chất, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội","63 m2(5,5x12)"
240 m2,22643688,16 tỷ,Sổ đỏ,15/10/2025,4,6,"Trần Quốc Hoàn, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",40 m2(4x10)
80 m2,22707024,5 tỷ 379 triệu,Sổ đỏ,15/10/2025,2,3,"Ngõ Thổ Quan, Phường Hàng Bột, Quận Đống Đa, Hà Nội",
300 m2,22548076,17 tỷ,Sổ đỏ,15/10/2025,4,4,"Trinh Công Son, Phường Xuân La, Quận Tây Hồ, Hà Nội",82 m2(4x20)
1030 m2,22415248,49 tỷ 900 triệu,Sổ hồng,15/10/2025,8,8,"Thái Hà, Phường Láng Hạ, Quận Đống Đa, Hà Nội","131 m2(5,7x23)"
75 m2,22707027,3 tỷ 900 triệu,Sổ đỏ,15/10/2025,1,2,"Đông Tác, Phường Trung Tự, Quận Đống Đa, Hà Nội",
320 m2,22556800,12 tỷ 500 triệu,Sổ đỏ,15/10/2025,4,4,"An Dương Vương, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",82 m2(5x16)
,22551639,12 tỷ 500 triệu,Sổ đỏ,15/10/2025,10,10,"Hạ Yên Quyết, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",60 m2(4x15)
100 m2,22707025,5 tỷ 450 triệu,Sổ đỏ,15/10/2025,2,2,"Phạm Ngọc Thạch, Phường Trung Tự, Quận Đống Đa, Hà Nội",
85 m2,22546111,13 tỷ 499 triệu,Sổ đỏ,15/10/2025,,,"Hoàng Tăng Bí, Phường Đức Thắng, Quận Bắc Từ Liêm, Hà Nội",85 m2(5x17)
,22415247,49 tỷ 900 triệu,Sổ đỏ,15/10/2025,8,8,"Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội","131 m2(5,7x23)"
110 m2,22707028,7 tỷ 900 triệu,Sổ đỏ,15/10/2025,1,2,"Lương Định Của, Phường Kim Liên, Quận Đống Đa, Hà Nội",
249 m2,22579648,11 tỷ 500 triệu,Sổ đỏ,15/10/2025,4,4,"Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội",55 m2(5x11)
325 m2,22415245,15 tỷ 900 triệu,Sổ đỏ,15/10/2025,5,4,"Thái Hà, Phường Láng Hạ, Quận Đống Đa, Hà Nội","65 m2(6,6x9,9)"
90 m2,22707030,4 tỷ 980 triệu,Sổ đỏ,15/10/2025,2,3,"Phương Mai, Phường Phương Mai, Quận Đống Đa, Hà Nội",
400 m2,22580625,18 tỷ 500 triệu,Sổ đỏ,15/10/2025,4,4,"Phạm Huy Thông, Phường Ngọc Khánh, Quận Ba Đình, Hà Nội",90 m2(5x16)
1620 m2,22415243,60 tỷ,Sổ đỏ,15/10/2025,23,20,"Dương Khuê, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",180 m2(10x18)
80 m2,22707033,4 tỷ 549 triệu,Sổ đỏ,15/10/2025,1,2,"Chùa Bộc, Phường Quang Trung, Quận Đống Đa, Hà Nội",
45 m2,22584743,11 tỷ 799 triệu,Sổ đỏ,15/10/2025,,,"Vĩnh Phúc, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội",45 m2(6x9)
204 m2,22415234,8 tỷ 500 triệu,Sổ đỏ,15/10/2025,5,4,"Mỹ Đình, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội","51 m2(4,6x11,1)"
65 m2,22707035,4 tỷ 689 triệu,Sổ đỏ,15/10/2025,1,2,"Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",
50 m2,22584735,9 tỷ 799 triệu,Sổ đỏ,15/10/2025,,,"Tân Xuân, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội","50 m2(6x9,5)"
270 m2,22415232,19 tỷ 800 triệu,Sổ đỏ,15/10/2025,5,3,"Khúc Thừa Dụ, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",45 m2(5x9)
100 m2,22707036,4 tỷ 449 triệu,Sổ đỏ,15/10/2025,2,3,"Láng Hạ, Phường Láng Hạ, Quận Đống Đa, Hà Nội",
210 m2,22592197,7 tỷ 100 triệu,Sổ đỏ,15/10/2025,4,3,"Trung Phụng, Phường Trung Phụng, Quận Đống Đa, Hà Nội",45 m2(4x12)
,22381248,15 tỷ,Sổ đỏ,15/10/2025,7,6,"Hồ Tùng Mậu, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",60 m2(5x14)
80 m2,22710287,3 tỷ 590 triệu,Sổ đỏ,15/10/2025,1,3,"Thái Hà, Phường Láng Hạ, Quận Đống Đa, Hà Nội",
190 m2,22592183,6 tỷ 800 triệu,Sổ đỏ,15/10/2025,4,3,"Ô Chợ Dừa, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",44 m2(4x11)
225 m2,22415229,4 tỷ 800 triệu,Sổ đỏ,15/10/2025,4,4,"Mỹ Đình, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội","45 m2(3,5x12,9)"
60 m2,22707039,3 tỷ 790 triệu,Sổ đỏ,15/10/2025,1,2,"Lương Định Của, Phường Kim Liên, Quận Đống Đa, Hà Nội",
240 m2,22703238,6 tỷ 299 triệu,Sổ đỏ,15/10/2025,4,4,"Lê Trọng Tấn, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",40 m2(4x10)
72 m2,22710297,6 tỷ 400 triệu,Sổ đỏ,15/10/2025,1,2,"Đội Nhân, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội",
203 m2,22594318,7 tỷ,Sổ đỏ,15/10/2025,4,3,"Xã Đàn, Phường Nam Đồng, Quận Đống Đa, Hà Nội",43 m2(4x12)
,22703957,18 tỷ,Sổ đỏ,15/10/2025,15,15,"Phan Kế Bính, Phường Cống Vị, Quận Ba Đình, Hà Nội","66 m2(4,5x14,7)"
80 m2,22707041,5 tỷ 690 triệu,Sổ đỏ,15/10/2025,1,2,"Nguyên Hồng, Phường Láng Hạ, Quận Đống Đa, Hà Nội",
,22667753,7 tỷ,Sổ đỏ,15/10/2025,4,4,"Vương Thừa Vũ, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",40 m2(4x10)
80 m2,22707046,3 tỷ 790 triệu,Sổ đỏ,15/10/2025,1,3,"Lương Định Của, Phường Kim Liên, Quận Đống Đa, Hà Nội",
,22667702,7 tỷ,Sổ đỏ,15/10/2025,5,4,"Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Hà Nội","40 m2(5,5x7,2)"
45 m2,22707066,3 tỷ 390 triệu,Sổ đỏ,15/10/2025,1,2,"Phương Mai, Phường Phương Mai, Quận Đống Đa, Hà Nội",
,22546284,13 tỷ,Sổ đỏ,15/10/2025,6,4,"Hồ Tùng Mậu, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội","55 m2(4,5x12)"
45 m2,22707067,3 tỷ 290 triệu,Sổ đỏ,15/10/2025,1,2,"Phương Mai, Phường Phương Mai, Quận Đống Đa, Hà Nội",
220 m2,22650062,10 tỷ 500 triệu,Sổ đỏ,15/10/2025,5,4,"Nguyễn Ngọc Nại, Phường Khương Mai, Quận Thanh Xuân, Hà Nội","55 m2(4,5x12)"
65 m2,22707068,3 tỷ 690 triệu,Sổ đỏ,15/10/2025,2,2,"Vĩnh Hồ, Phường Thịnh Quang, Quận Đống Đa, Hà Nội",
,22511633,98 tỷ,Sổ đỏ,15/10/2025,52,50,"Vĩnh Phúc, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội",300 m2(9x33)
50 m2,22707069,3 tỷ 430 triệu,Sổ đỏ,15/10/2025,1,2,"Phương Mai, Phường Phương Mai, Quận Đống Đa, Hà Nội",
375 m2,22541572,21 tỷ 500 triệu,Sổ đỏ,15/10/2025,5,6,"Nguyễn Hoàng, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội","75 m2(6x12,5)"
60 m2,22707070,3 tỷ 690 triệu,Sổ đỏ,15/10/2025,1,2,"Ngõ Thịnh Hào, Phường Hàng Bột, Quận Đống Đa, Hà Nội",
,22443313,9 tỷ 900 triệu,Sổ đỏ,15/10/2025,7,4,"Hồ Tùng Mậu, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội","54 m2(4,6x11,7)"
90 m2,22707251,3 tỷ 699 triệu,Sổ đỏ,15/10/2025,2,3,"Thành Công, Phường Thành Công, Quận Ba Đình, Hà Nội",
,22417002,10 tỷ 900 triệu,Sổ đỏ,15/10/2025,5,4,"Kim Hoa, Phường Phương Liên, Quận Đống Đa, Hà Nội","65 m2(4x16,25)"
60 m2,22707279,3 tỷ 650 triệu,Sổ đỏ,15/10/2025,2,2,"Đào Tấn, Phường Ngọc Khánh, Quận Ba Đình, Hà Nội",
"80,6 m2",22416660,3 tỷ 600 triệu,Sổ đỏ,15/10/2025,1,2,"Trần Bình, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội","80,6 m2(8x10)"
80 m2,22707282,6 tỷ 250 triệu,Sổ đỏ,15/10/2025,1,2,"Phạm Ngọc Thạch, Phường Kim Liên, Quận Đống Đa, Hà Nội",
295 m2,22415212,6 tỷ 900 triệu,Sổ đỏ,15/10/2025,5,5,"Định Công Thượng, Phường Định Công, Quận Hoàng Mai, Hà Nội","59 m2(4x14,7)"
100 m2,22708952,5 tỷ 250 triệu,Sổ đỏ,15/10/2025,3,3,"Kim Mã, Phường Giảng Võ, Quận Ba Đình, Hà Nội",
354 m2,22415218,6 tỷ 200 triệu,Sổ đỏ,15/10/2025,5,4,"Vũ Tông Phan, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","59 m2(4,2x14)"
90 m2,22709116,5 tỷ 699 triệu,Sổ đỏ,15/10/2025,2,3,"Pháo Đài Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",
68 m2,22415164,4 tỷ 200 triệu,Sổ đỏ,15/10/2025,2,2,"Trung Kính, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội","68 m2(8x8,5)"
100 m2,22709117,5 tỷ 100 triệu,Sổ đỏ,15/10/2025,1,3,"Nguyễn Huy Tưởng, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",
372 m2,22415154,18 tỷ 800 triệu,Sổ đỏ,15/10/2025,5,4,"Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội","62 m2(6,8x9,1)"
80 m2,22709118,4 tỷ 390 triệu,Sổ đỏ,15/10/2025,1,3,"Ngõ văn chương, Phường Văn Chương, Quận Đống Đa, Hà Nội",
325 m2,22415143,10 tỷ,Sổ đỏ,15/10/2025,5,4,"Mỹ Đình, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội","65 m2(4,2x15)"
70 m2,22709119,3 tỷ 890 triệu,Sổ đỏ,15/10/2025,1,2,"Tạ Quang Bửu, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",
80 m2,22709121,5 tỷ 700 triệu,Sổ đỏ,15/10/2025,2,3,"Thanh Nhàn, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",
Diện tích sử dụng,Mã BĐS,price,Pháp lý,Ngày đăng,Nhà tắm,Phòng ngủ,address,Diện tích đất
90 m2,22709125,5 tỷ 179 triệu,Sổ đỏ,15/10/2025,2,3,"Phương Mai, Phường Phương Mai, Quận Đống Đa, Hà Nội",
70 m2,22709456,4 tỷ 630 triệu,Sổ đỏ,15/10/2025,1,2,"Chùa Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",
,21688139,22 tỷ,Sổ đỏ,15/10/2025,6,6,"Trung Kính, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội","70 m2(5,5x12,7)"
120 m2,22709457,4 tỷ 780 triệu,Sổ đỏ,15/10/2025,2,3,"Nguyễn Huy Tưởng, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",
90 m2,22709625,8 tỷ 580 triệu,Sổ đỏ,15/10/2025,2,3,"Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội",
,22703959,16 tỷ 900 triệu,Sổ đỏ,15/10/2025,15,15,"Mỹ Đình, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",64 m2(4x16)
80 m2,22703768,4 tỷ 200 triệu,Sổ đỏ,15/10/2025,2,3,"Nguyễn Chí Thanh, Phường Láng Hạ, Quận Đống Đa, Hà Nội",
384 m2,22703614,16 tỷ 640 triệu,Sổ đỏ,15/10/2025,15,15,"Mỹ Đình, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội","64 m2(4,1x15,6)"
100 m2,22707043,4 tỷ 390 triệu,Sổ đỏ,15/10/2025,1,4,"Trường Chinh, Phường Phương Mai, Quận Đống Đa, Hà Nội",
240 m2,22701261,12 tỷ,Sổ đỏ,15/10/2025,10,10,"Mỹ Đình, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",40 m2(4x10)
70 m2,22710995,3 tỷ 580 triệu,Sổ đỏ,15/10/2025,1,2,"Phương Mai, Phường Phương Mai, Quận Đống Đa, Hà Nội",
483 m2,22701047,27 tỷ,Sổ đỏ,15/10/2025,6,5,"Mễ Trì Thượng, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội","69 m2(5x13,8)"
90 m2,22711001,5 tỷ 700 triệu,Sổ đỏ,15/10/2025,2,3,"Nguyễn Khuyến, Phường Văn Miếu, Quận Đống Đa, Hà Nội",
420 m2,22643664,17 tỷ 500 triệu,Sổ đỏ,15/10/2025,13,13,"Hoa Bằng, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội","70 m2(5,6x12,5)"
90 m2,22711003,4 tỷ 550 triệu,Sổ đỏ,15/10/2025,2,3,"Nhân Hòa, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",
350 m2,22672780,28 tỷ,Sổ đỏ,15/10/2025,6,5,"Trung Kính, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",70 m2(5x14)
70 m2,22711006,4 tỷ 480 triệu,Sổ đỏ,15/10/2025,1,2,"Nhân Hòa, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",
700 m2,22496101,35 tỷ,Sổ đỏ,15/10/2025,7,12,"Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội","100 m2(8x12,5)"
90 m2,22711008,7 tỷ 990 triệu,Sổ đỏ,15/10/2025,1,2,"Nguyễn Quý Đức, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội",
385 m2,22672779,12 tỷ 500 triệu,Sổ đỏ,15/10/2025,13,12,"Mỹ Đình, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",55 m2(5x11)
70 m2,22711013,3 tỷ 290 triệu,Sổ đỏ,15/10/2025,2,2,"Nguyễn Quý Đức, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội",
855 m2,22415242,19 tỷ 500 triệu,Sổ đỏ,15/10/2025,21,20,"Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội","95 m2(5,5x17,3)"
70 m2,22711018,3 tỷ 400 triệu,Sổ đỏ,15/10/2025,2,2,"Dốc Thọ Lão, Phường Đồng Nhân, Quận Hai Bà Trưng, Hà Nội",
160 m2,22415240,6 tỷ 700 triệu,Sổ đỏ,15/10/2025,4,3,"Pháo Đài Láng, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội",40 m2(4x10)
50 m2,22711024,3 tỷ 390 triệu,Sổ đỏ,15/10/2025,1,2,"Mai Hắc Đế, Phường Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội",
165 m2,22415203,5 tỷ 300 triệu,Sổ đỏ,15/10/2025,4,3,"Thụy Khuê, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội","33 m2(4,6x7,2)"
90 m2,22711030,4 tỷ 100 triệu,Sổ đỏ,15/10/2025,2,3,"Hồng Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",
,22399127,6 tỷ 700 triệu,Hợp đồng mua bán,15/10/2025,2,3,"Lê Đức Thọ, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",103 m2(10x10)
80 m2,22711038,3 tỷ 880 triệu,Sổ đỏ,15/10/2025,1,2,"Quỳnh Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",
